22125.measurename,surgery patients nXeding hair removed from the surgical area before surgery&#54; who had hair rXmoved using a safer method (electric clippers or hair removal cream �C not a razor),surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
25270.condition,PXeumXnia,Pneumonia
36417.address1,3201 1ST XTREEX,3201 1ST STREET
5513.city,FORT XMITX,FORT SMITH
5278.city,MOUNTXIN HOMX,MOUNTAIN HOME
29897.city,MAXWXOD,MAYWOOD
6824.stateavg,CAXXMI-3,CA_AMI-3
570.condition,HeXrt AXtack,Heart Attack
11186.hospitaltype,Acute CarX Xospitals,Acute Care Hospitals
11965.city,CLXVIX,CLOVIS
13108.stateavg,CAXAMX-2,CA_AMI-2
2056.measurename,HeXrt Attack Patients Given PCI Within 9X Minutes Of Arrival,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
5512.condition,HXart AttXck,Heart Attack
37846.measurename,patients who got trXatment  at the right time (within 24 hours before or after their surgery) toXhelp prevent blood clots after certain types of surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
11709.measurename,surgery patients whose prevenXive antibiotics were stopped at thX right time (within 24 hours after surgery),surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
23452.address1,330 ALCOVY STREXX,330 ALCOVY STREET
29490.condition,Heart AttXcX,Heart Attack
21061.hospitaltype,AcuXe Care HospitalX,Acute Care Hospitals
23321.hospitaltype,AcuteXCare HospitalX,Acute Care Hospitals
18465.city,MARATXXN,MARATHON
18782.city,XIXMI,MIAMI
11273.condition,SurgiXal Xnfection Prevention,Surgical Infection Prevention
47810.hospitaltype,Acute Care HospXtXls,Acute Care Hospitals
4275.condition,Heart AtXaXk,Heart Attack
35081.hospitaltype,Acute CarX HXspitals,Acute Care Hospitals
29063.condition,HeXrX Attack,Heart Attack
32846.city,COLUMBIX CXTY,COLUMBIA CITY
39346.measurename,Heart Failure Patients Given ACE Inhibitor or ARX forXLeft Ventricular Systolic Dysfunction (LVSD),Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
45544.condition,HXart AttXck,Heart Attack
42528.city,OPXLOUSXS,OPELOUSAS
49087.measurename,Pneumonia PatXents Assessed and Given Pneumococcal Xaccination,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
22738.hospitaltype,AcuteXCareXHospitals,Acute Care Hospitals
14555.city,REXXING,REDDING
1168.city,SCOTXSXORO,SCOTTSBORO
8527.measurename,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent inXXction,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
45007.condition,HXart FXilure,Heart Failure
47769.address1,275 SAXDWICH STREXT,275 SANDWICH STREET
49286.address1,X009 W GREENXST,1009 W GREEN ST
38595.measurename,suXgery patients whose preventive antibiotics were stopped at the right time (Xithin 24 hours after surgery),surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
35348.hospitaltype,CriticaX Access HospitaXs,Critical Access Hospitals
14316.stateavg,CA_SCIP-INXX3,CA_SCIP-INF-3
27506.address1,1X EAST PLEASANX AVENUE,11 EAST PLEASANT AVENUE
19712.measurename,surgery patients who wXre given the  right kindX of antibiotic to help prevent infection,surgery patients who were given the  right kind  of antibiotic to help prevent infection
12835.stateavg,XA_AMI-8X,CA_AMI-8A
1907.hospitaltype,Acute Care HXspiXals,Acute Care Hospitals
40744.hospitaltype,Acute Care HXspitXls,Acute Care Hospitals
49191.stateavg,MI_HX-X,MI_HF-3
41069.address1,1140 LEXXNXTON ROAD,1140 LEXINGTON ROAD
15914.stateavg,XOXAMI-4,CO_AMI-4
41237.hospitaltype,Acute Xare HosXitals,Acute Care Hospitals
36480.condition,SuXgical Xnfection Prevention,Surgical Infection Prevention
25127.condition,SXrgXcal Infection Prevention,Surgical Infection Prevention
13567.measurename,Heart AXXack Patients Given Smoking Cessation Advice/Counseling,Heart Attack Patients Given Smoking Cessation Advice/Counseling
37788.measurename,Pneumonia PXtients Assessed and Given Influenza VaXcination,Pneumonia Patients Assessed and Given Influenza Vaccination
37205.measurename,surgery patients who were given an antibiXtic at theXright time (within one hour before surgery) to help prevent infection,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
47565.address1,8X HXGHLAND AVENUE,81 HIGHLAND AVENUE
15706.hospitaltype,XcutX Care Hospitals,Acute Care Hospitals
31807.hospitaltype,Acute Care HoXpitaXs,Acute Care Hospitals
17727.measurename,Heart AtXack Patients Given ACE InhibXtor or ARB for Left Ventricular Systolic Dysfunction (LVSD),Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
3367.condition,XXeumonia,Pneumonia
29138.address1,836 WEST WELLINXTON AVENXE,836 WEST WELLINGTON AVENUE
30567.condition,XXeumonia,Pneumonia
19788.city,BXY PIXES,BAY PINES
14611.city,SANXXIEGO,SAN DIEGO
14586.hospitaltype,Acute CXre HoXpitals,Acute Care Hospitals
26582.condition,Heart FXiXure,Heart Failure
10624.city,PALO ALXX,PALO ALTO
30420.condition,Surgical IXfection PrevenXion,Surgical Infection Prevention
40877.condition,HeXXt Attack,Heart Attack
25805.stateavg,GA_SCIP-XXF-6,GA_SCIP-INF-6
1511.stateavg,ALXPN-X,AL_PN-7
6496.address1,1015 UXITX ROAD,1015 UNITY ROAD
49699.condition,PnXumXnia,Pneumonia
6062.condition,SurgXcal InfectiXn Prevention,Surgical Infection Prevention
18539.city,TITUSVXLLX,TITUSVILLE
33429.hospitaltype,AcuXe Xare Hospitals,Acute Care Hospitals
15326.city,LOXGMXNT,LONGMONT
42510.measurename,surgery patientsXwhose preventive antibiotics were sXopped at the right time (within 24 hours after surgery),surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
41042.condition,PneXmXnia,Pneumonia
39463.address1,2420XG STRXET,2420 G STREET
36135.city,MXNCHESXER,MANCHESTER
14017.condition,HearX AttaXk,Heart Attack
2426.city,PXENIX CXTY,PHENIX CITY
38768.measurename,surgery patiXnts who were given an antibiotic at Xhe right time (within one hour before surgery) to help prevent infection,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
40762.address1,260 HOSPITALXXRIVE,260 HOSPITAL DRIVE
30937.measurename,Heart FailXre Patients Given aX Evaluation of Left Ventricular Systolic (LVS) Function,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
23035.condition,HeaXt AtXack,Heart Attack
23365.condition,Heart AttXXk,Heart Attack
19760.city,XAKE XALES,LAKE WALES
36251.measurename,patienXs who got treatment  at the right time (within 24 houXs before or after their surgery) to help prevent blood clots after certain types of surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
1739.measurename,PneuXonia Patients Xiven Initial Antibiotic(s) within 6 Hours After Arrival,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
33682.condition,SurgicalXInfXction Prevention,Surgical Infection Prevention
20754.address1,36XX UNIVERSITY BLVD SOUTH,3625 UNIVERSITY BLVD SOUTH
29478.city,XARXISBURG,HARRISBURG
37040.condition,HeartXAttaXk,Heart Attack
46522.address1,201 EXUNIVERSITX PKY,201 E UNIVERSITY PKY
36455.stateavg,IA_SCIPXVXE-1,IA_SCIP-VTE-1
22596.city,STXRKX,STARKE
22651.address1,8X1 W GORDON SXREET,801 W GORDON STREET
43696.condition,HXXrt Failure,Heart Failure
875.measurename,surgery patients needing hair remXved from the surgicaX area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
24633.address1,3950 XUSTELL RX,3950 AUSTELL RD
23315.hospitaltype,Acute Care HospXXals,Acute Care Hospitals
20612.measurename,Heart AttaXk PaXients Given PCI Within 90 Minutes Of Arrival,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
3673.measurename,Heart FaXlure PXtients Given Discharge Instructions,Heart Failure Patients Given Discharge Instructions
24241.condition,PXeumoXia,Pneumonia
10855.address1,101 CXTY XRIVE SOUTH,101 CITY DRIVE SOUTH
38305.address1,1X24 WEST X1ST STREET,1124 WEST 21ST STREET
22152.measurename,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevXnt blood clots after ceXtain types of surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
35566.address1,112 JEFXERSON STXEET,112 JEFFERSON STREET
49326.measurename,PnXumonia Xatients Assessed and Given Influenza Vaccination,Pneumonia Patients Assessed and Given Influenza Vaccination
33104.condition,Surgical Xnfection PreventiXn,Surgical Infection Prevention
48761.condition,Surgical InfectiXnXPrevention,Surgical Infection Prevention
20841.address1,2001 W X8TH XT,2001 W 68TH ST
9621.address1,X798 N GARXY AVE,1798 N GAREY AVE
34657.hospitaltype,XcXte Care - VA Medical Center,Acute Care - VA Medical Center
8458.condition,HeaXt Xttack,Heart Attack
41168.condition,PnXumXnia,Pneumonia
36209.hospitaltype,Critical Access HosXitalX,Critical Access Hospitals
40658.measurename,patients who Xot treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after Xertain types of surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
42495.measurename,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of ArriXaX,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
16391.hospitaltype,AcXte Care HospitalX,Acute Care Hospitals
31595.hospitaltype,AcutX Care HospiXals,Acute Care Hospitals
18232.stateavg,XL_PX-5C,FL_PN-5C
23813.hospitaltype,Acute CXXe Hospitals,Acute Care Hospitals
20688.hospitaltype,Acute CaXe Xospitals,Acute Care Hospitals
44644.measurename,surgery patients who were given the  right kinX  of antibiotic to Xelp prevent infection,surgery patients who were given the  right kind  of antibiotic to help prevent infection
34139.hospitaltype,Critical AcceXs Xospitals,Critical Access Hospitals
47601.stateavg,XA_AMI-7X,MA_AMI-7A
39593.measurename,HeartXAttack PatienXs Given Aspirin at Discharge,Heart Attack Patients Given Aspirin at Discharge
9761.stateavg,XA_XN-2,CA_PN-2
40570.stateavg,KY_XNX2,KY_PN-2
13492.city,XORENOXVALLEY,MORENO VALLEY
7198.measurename,XneumoniaXPatients Given the Most Appropriate Initial Antibiotic(s),Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
16295.address1,10101 XIDGEXGATE PARKWAY,10101 RIDGE GATE PARKWAY
2466.hospitaltype,AcuteXCare - VA Medical CeXter,Acute Care - VA Medical Center
11272.hospitaltype,Acute Care HospXtalX,Acute Care Hospitals
5309.measurename,Heart Attack Patients Given ACE IXhibitor or ARB for Left Ventricular Systolic DysfuXction (LVSD),Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
33568.stateavg,IN_HXX1,IN_HF-1
18527.condition,XearX Attack,Heart Attack
20856.stateavg,FL_AMIXX,FL_AMI-1
30875.stateavg,IL_SCIP-INFXX,IL_SCIP-INF-4
32228.city,SOUTHXXEND,SOUTH BEND
49997.condition,PnXumonXa,Pneumonia
14216.city,FXRTXLAUDERDALE,FORT LAUDERDALE
43522.address1,207 JEFFXRSOX STREET,207 JEFFERSON STREET
17297.city,XATERBXRY,WATERBURY
44028.address1,X00X HIGHWAY 10,5002 HIGHWAY 10
16038.hospitaltype,Acute Xare HosXitals,Acute Care Hospitals
4414.address1,130X SOUTH CRISMONXROAD,1301 SOUTH CRISMON ROAD
32181.measurename,Pneumonia Patients Whose Initial EmergencX Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Xntibiotics,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
30157.hospitaltype,Acute CarX HospitXls,Acute Care Hospitals
47110.measurename,Heart Attack PaXients Given Aspirin at Xischarge,Heart Attack Patients Given Aspirin at Discharge
14451.city,SAN DXEGX,SAN DIEGO
24088.city,XACOX,MACON
40835.stateavg,KX_PN-X,KY_PN-2
49993.condition,HXartXFailure,Heart Failure
22373.measurename,surgery patients whosX preventive antibiotics were stopped at the riXht time (within 24 hours after surgery),surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
44568.hospitaltype,AcuteXCare HospitalX,Acute Care Hospitals
47534.condition,XneumoXia,Pneumonia
46880.measurename,all heart surgery patients whoseXblood sugar (blood glucose) Xs kept under good control in the days right after surgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
47517.city,BOSTXX,BOSTON
37724.measurename,Heart Attack Patients Given Fibrinolytic Medication WithiX 3X Minutes Of Arrival,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
23550.condition,Heart FaXXure,Heart Failure
7516.address1,X200 XL CAMINO REAL,1200 EL CAMINO REAL
27261.hospitaltype,Acute CareXHospiXals,Acute Care Hospitals
3293.city,PHXENIX,PHOENIX
25761.city,LAXXLAND,LAKELAND
16096.city,GXENWOOD XPRINGS,GLENWOOD SPRINGS
9463.city,CHUXA VIXTA,CHULA VISTA
29331.address1,5025XN PAULINA STXEET,5025 N PAULINA STREET
47640.condition,Surgical Infection XrXvention,Surgical Infection Prevention
26863.stateavg,XL_HX-3,IL_HF-3
35212.condition,PXeumoXia,Pneumonia
10856.city,CXRCOXAN,CORCORAN
26089.address1,347 XORTH XUAKINI STREET,347 NORTH KUAKINI STREET
48178.hospitaltype,AXute CarX Hospitals,Acute Care Hospitals
44876.city,AXCADIX,ARCADIA
12726.measurename,surgery patients needinX hair removed from tXe surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
19646.address1,800XPRUDENXIAL DR,800 PRUDENTIAL DR
5790.address1,1801 MARTIN LXTHER KING XRIVE,1801 MARTIN LUTHER KING DRIVE
17766.hospitaltype,Acute Xare - VA Xedical Center,Acute Care - VA Medical Center
39435.city,LINDXBOXG,LINDSBORG
2457.measurename,Heart AtXack Patients Given ACE Inhibitor orXARB for Left Ventricular Systolic Dysfunction (LVSD),Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
47457.address1,25 HIGXXAND AVENUE,25 HIGHLAND AVENUE
4727.city,GAXADX,GANADO
26959.address1,X01 S 14TH SX,201 S 14TH ST
14413.address1,570 XILLOW ROXD,570 WILLOW ROAD
21144.address1,7201 N UNIVERSIXY XR,7201 N UNIVERSITY DR
13270.hospitaltype,AcXte Care HosXitals,Acute Care Hospitals
36768.measurename,Pneumonia PatiXnts Assessed and Given Pneumococcal VaXcination,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
49138.stateavg,MX_HFX3,MI_HF-3
6971.stateavg,CX_SXIP-INF-4,CA_SCIP-INF-4
29818.city,CHXCAXO,CHICAGO
19317.address1,301 MEMORIAX MEDIXAL PARKWAY,301 MEMORIAL MEDICAL PARKWAY
30231.condition,Heart FaXlXre,Heart Failure
9547.measurename,surgery patients needing hair removXd from the surgical area before surgery&#54; who had hair removed using a safXr method (electric clippers or hair removal cream �C not a razor),surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
41756.condition,SurgXcal InfecXion Prevention,Surgical Infection Prevention
42452.stateavg,LA_PN-XX,LA_PN-3B
23120.address1,601XSOUTX 8TH STREET,601 SOUTH 8TH STREET
31516.stateavg,IX_AMIX1,IN_AMI-1
34657.measurename,surgery patients who were taking heart drugs called beXa blockers before coming to the hospital&#54; who were kept on the beta blockers during the period justXbefore and after their surgery,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
4678.stateavg,AZ_AXIX3,AZ_AMI-3
10203.hospitaltype,Xcute Care HospXtals,Acute Care Hospitals
25653.hospitaltype,Critical Access HXspitXls,Critical Access Hospitals
3645.city,XAFFXRD,SAFFORD
16309.measurename,surgery patients whosX prevXntive antibiotics were stopped at the right time (within 24 hours after surgery),surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
46513.measurename,Pneumonia Patients Xssessed and Given PneumocoXcal Vaccination,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
16782.measurename,PneumoniX PatXents Given Smoking Cessation Advice/Counseling,Pneumonia Patients Given Smoking Cessation Advice/Counseling
42224.address1,X214 CXOLIDGE AVENUE,1214 COOLIDGE AVENUE
14689.condition,HearX FaXlure,Heart Failure
44230.stateavg,LAXPN-XB,LA_PN-3B
12196.stateavg,CA_SCIX-CXRD-2,CA_SCIP-CARD-2
14544.city,LOS ANGXLXS,LOS ANGELES
34802.address1,1000 FXURTX STREET SW,1000 FOURTH STREET SW
23637.measurename,surXery patients needing hair removed from the surgical area befXre surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
19648.hospitaltype,AXute Care HospiXals,Acute Care Hospitals
15842.city,ENGLEXXOD,ENGLEWOOD
23046.stateavg,XX_PN-3B,GA_PN-3B
30172.city,OAXXFOREST,OAK FOREST
1329.condition,Surgical InfectiXn PrevenXion,Surgical Infection Prevention
17121.stateavg,CT_SXIX-VTE-2,CT_SCIP-VTE-2
